structure_id,formula,F,D,P,stoich_F,stoich_D,stoich_P,anion,track,polymorph,bonding_class,ICSD_Status
Pr2HfO6__monoclinic,Pr2HfO6,Pr,Hf,O,2,1,6,O,strict_ionic,monoclinic,Ionic,Non-ICSD
Pr2RuC6__monoclinic,Pr2RuC6,Pr,Ru,C,2,1,6,C,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Pr2TaS6__monoclinic,Pr2TaS6,Pr,Ta,S,2,1,6,S,strict_ionic,monoclinic,Ionic,Non-ICSD
Pr2ZrC6__monoclinic,Pr2ZrC6,Pr,Zr,C,2,1,6,C,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Pr2Ir2P3__monoclinic,Pr2Ir2P3,Pr,Ir,P,2,2,3,P,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Pr2Ti2C3__monoclinic,Pr2Ti2C3,Pr,Ti,C,2,2,3,C,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Pr2V2P3__monoclinic,Pr2V2P3,Pr,V,P,2,2,3,P,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Pr2Hf2P3__monoclinic,Pr2Hf2P3,Pr,Hf,P,2,2,3,P,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Pr2Ag2C3__monoclinic,Pr2Ag2C3,Pr,Ag,C,2,2,3,C,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Pr2Nb2B3__monoclinic,Pr2Nb2B3,Pr,Nb,B,2,2,3,B,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Pr2Y2B5__orthorhombic,Pr2Y2B5,Pr,Y,B,2,2,5,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Pr2Fe2B5__monoclinic,Pr2Fe2B5,Pr,Fe,B,2,2,5,B,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Pr2Ti2B5__monoclinic,Pr2Ti2B5,Pr,Ti,B,2,2,5,B,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Pr2Cu2Se5__monoclinic,Pr2Cu2Se5,Pr,Cu,Se,2,2,5,Se,strict_ionic,monoclinic,Ionic,Non-ICSD
Pr2Pt2N5__orthorhombic,Pr2Pt2N5,Pr,Pt,N,2,2,5,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Pr2V2N5__monoclinic,Pr2V2N5,Pr,V,N,2,2,5,N,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Pr2Nb2O7__cubic,Pr2Nb2O7,Pr,Nb,O,2,2,7,O,strict_ionic,cubic,Ionic,Non-ICSD
Pr2Mo2P7__cubic,Pr2Mo2P7,Pr,Mo,P,2,2,7,P,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Pr2Pt2N7__cubic,Pr2Pt2N7,Pr,Pt,N,2,2,7,N,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Pr2Y2O7__cubic,Pr2Y2O7,Pr,Y,O,2,2,7,O,strict_ionic,cubic,Ionic,Non-ICSD
Pr2W2Se7__cubic,Pr2W2Se7,Pr,W,Se,2,2,7,Se,strict_ionic,cubic,Ionic,Non-ICSD
Pr2Pt2C7__cubic,Pr2Pt2C7,Pr,Pt,C,2,2,7,C,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Pr2Au5C2__hexagonal,Pr2Au5C2,Pr,Au,C,2,5,2,C,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Pr2Ir5N2__hexagonal,Pr2Ir5N2,Pr,Ir,N,2,5,2,N,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Pr2Hf5B2__hexagonal,Pr2Hf5B2,Pr,Hf,B,2,5,2,B,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Pr2Cr5B2__hexagonal,Pr2Cr5B2,Pr,Cr,B,2,5,2,B,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Pr2Ti5C2__hexagonal,Pr2Ti5C2,Pr,Ti,C,2,5,2,C,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Pr2Pd5N2__hexagonal,Pr2Pd5N2,Pr,Pd,N,2,5,2,N,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Pr3NiC5__hexagonal,Pr3NiC5,Pr,Ni,C,3,1,5,C,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Pr3YP5__hexagonal,Pr3YP5,Pr,Y,P,3,1,5,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Pr3WP5__hexagonal,Pr3WP5,Pr,W,P,3,1,5,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Pr3AuN5__hexagonal,Pr3AuN5,Pr,Au,N,3,1,5,N,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Pr3HfP5__hexagonal,Pr3HfP5,Pr,Hf,P,3,1,5,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Pr3MnP5__hexagonal,Pr3MnP5,Pr,Mn,P,3,1,5,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Pr3Cu2B7__orthorhombic,Pr3Cu2B7,Pr,Cu,B,3,2,7,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Pr3Sc2Se7__hexagonal,Pr3Sc2Se7,Pr,Sc,Se,3,2,7,Se,strict_ionic,hexagonal,Ionic,Non-ICSD
Pr3Hf2N7__hexagonal,Pr3Hf2N7,Pr,Hf,N,3,2,7,N,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Pr3Ag2P7__hexagonal,Pr3Ag2P7,Pr,Ag,P,3,2,7,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Pr3Mo2S7__hexagonal,Pr3Mo2S7,Pr,Mo,S,3,2,7,S,strict_ionic,hexagonal,Ionic,Non-ICSD
Pr3Zn2B7__orthorhombic,Pr3Zn2B7,Pr,Zn,B,3,2,7,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Pr3Pt2Se7__orthorhombic,Pr3Pt2Se7,Pr,Pt,Se,3,2,7,Se,strict_ionic,orthorhombic,Ionic,Non-ICSD
Pr3Sc5N12__cubic,Pr3Sc5N12,Pr,Sc,N,3,5,12,N,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Pr3Pd5N12__cubic,Pr3Pd5N12,Pr,Pd,N,3,5,12,N,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Pr3Ag5N12__cubic,Pr3Ag5N12,Pr,Ag,N,3,5,12,N,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Pr3Ti5N12__cubic,Pr3Ti5N12,Pr,Ti,N,3,5,12,N,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Pr3Rh5O12__cubic,Pr3Rh5O12,Pr,Rh,O,3,5,12,O,strict_ionic,cubic,Ionic,Non-ICSD
Pr3Y5S12__cubic,Pr3Y5S12,Pr,Y,S,3,5,12,S,strict_ionic,cubic,Ionic,Non-ICSD
Pr4Cu3C10__tetragonal,Pr4Cu3C10,Pr,Cu,C,4,3,10,C,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
Pr4Ni3C10__tetragonal,Pr4Ni3C10,Pr,Ni,C,4,3,10,C,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
Pr4Mn3O10__tetragonal,Pr4Mn3O10,Pr,Mn,O,4,3,10,O,strict_ionic,tetragonal,Ionic,Non-ICSD
Pr4Ni3S10__tetragonal,Pr4Ni3S10,Pr,Ni,S,4,3,10,S,strict_ionic,tetragonal,Ionic,Non-ICSD
Pr4Zn3S10__tetragonal,Pr4Zn3S10,Pr,Zn,S,4,3,10,S,strict_ionic,tetragonal,Ionic,Non-ICSD
Pr4Ti3B10__tetragonal,Pr4Ti3B10,Pr,Ti,B,4,3,10,B,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
SmMnC__hexagonal,SmMnC,Sm,Mn,C,1,1,1,C,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
SmCuN__hexagonal,SmCuN,Sm,Cu,N,1,1,1,N,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
SmFeN__hexagonal,SmFeN,Sm,Fe,N,1,1,1,N,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
SmAgP__hexagonal,SmAgP,Sm,Ag,P,1,1,1,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
SmNiN__hexagonal,SmNiN,Sm,Ni,N,1,1,1,N,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
SmTaP__tetragonal,SmTaP,Sm,Ta,P,1,1,1,P,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
SmScN__hexagonal,SmScN,Sm,Sc,N,1,1,1,N,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
SmNbN2__trigonal,SmNbN2,Sm,Nb,N,1,1,2,N,relaxed_intermetallic,trigonal,Intermetallic,Non-ICSD
SmRhP2__orthorhombic,SmRhP2,Sm,Rh,P,1,1,2,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
SmZrS2__orthorhombic,SmZrS2,Sm,Zr,S,1,1,2,S,strict_ionic,orthorhombic,Ionic,Non-ICSD
SmNbS2__orthorhombic,SmNbS2,Sm,Nb,S,1,1,2,S,strict_ionic,orthorhombic,Ionic,Non-ICSD
SmFeS2__orthorhombic,SmFeS2,Sm,Fe,S,1,1,2,S,strict_ionic,orthorhombic,Ionic,Non-ICSD
SmMoP2__orthorhombic,SmMoP2,Sm,Mo,P,1,1,2,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
SmTaB3__orthorhombic,SmTaB3,Sm,Ta,B,1,1,3,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
SmMnP3__trigonal,SmMnP3,Sm,Mn,P,1,1,3,P,relaxed_intermetallic,trigonal,Intermetallic,Non-ICSD
SmScSe3__hexagonal,SmScSe3,Sm,Sc,Se,1,1,3,Se,strict_ionic,hexagonal,Ionic,Non-ICSD
SmZrB3__orthorhombic,SmZrB3,Sm,Zr,B,1,1,3,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
SmReN3__trigonal,SmReN3,Sm,Re,N,1,1,3,N,relaxed_intermetallic,trigonal,Intermetallic,Non-ICSD
SmPtSe3__orthorhombic,SmPtSe3,Sm,Pt,Se,1,1,3,Se,strict_ionic,orthorhombic,Ionic,Non-ICSD
SmMnS4__orthorhombic,SmMnS4,Sm,Mn,S,1,1,4,S,strict_ionic,orthorhombic,Ionic,Non-ICSD
SmPdS4__tetragonal,SmPdS4,Sm,Pd,S,1,1,4,S,strict_ionic,tetragonal,Ionic,Non-ICSD
SmReN4__orthorhombic,SmReN4,Sm,Re,N,1,1,4,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
SmAgSe4__orthorhombic,SmAgSe4,Sm,Ag,Se,1,1,4,Se,strict_ionic,orthorhombic,Ionic,Non-ICSD
SmNbS4__tetragonal,SmNbS4,Sm,Nb,S,1,1,4,S,strict_ionic,tetragonal,Ionic,Non-ICSD
SmReP4__cubic,SmReP4,Sm,Re,P,1,1,4,P,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
SmPtC4__orthorhombic,SmPtC4,Sm,Pt,C,1,1,4,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
SmCu3N2__hexagonal,SmCu3N2,Sm,Cu,N,1,3,2,N,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
SmAg3P2__orthorhombic,SmAg3P2,Sm,Ag,P,1,3,2,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
SmCu3N2__orthorhombic,SmCu3N2,Sm,Cu,N,1,3,2,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
SmW3P2__orthorhombic,SmW3P2,Sm,W,P,1,3,2,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
SmRu3P2__hexagonal,SmRu3P2,Sm,Ru,P,1,3,2,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
SmSc3B2__orthorhombic,SmSc3B2,Sm,Sc,B,1,3,2,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
SmNb5C3__orthorhombic,SmNb5C3,Sm,Nb,C,1,5,3,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
SmZn5P3__orthorhombic,SmZn5P3,Sm,Zn,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
SmZn5C3__orthorhombic,SmZn5C3,Sm,Zn,C,1,5,3,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
SmAu5N3__orthorhombic,SmAu5N3,Sm,Au,N,1,5,3,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
SmV5P3__orthorhombic,SmV5P3,Sm,V,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
SmMn5P3__orthorhombic,SmMn5P3,Sm,Mn,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Sm2NiP3__orthorhombic,Sm2NiP3,Sm,Ni,P,2,1,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Sm2PdSe3__orthorhombic,Sm2PdSe3,Sm,Pd,Se,2,1,3,Se,strict_ionic,orthorhombic,Ionic,Non-ICSD
Sm2ZrP3__orthorhombic,Sm2ZrP3,Sm,Zr,P,2,1,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Sm2MoC3__orthorhombic,Sm2MoC3,Sm,Mo,C,2,1,3,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Sm2YP3__orthorhombic,Sm2YP3,Sm,Y,P,2,1,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Sm2TaB3__orthorhombic,Sm2TaB3,Sm,Ta,B,2,1,3,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Sm2ZrP4__orthorhombic,Sm2ZrP4,Sm,Zr,P,2,1,4,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Sm2PtS4__tetragonal,Sm2PtS4,Sm,Pt,S,2,1,4,S,strict_ionic,tetragonal,Ionic,Non-ICSD
Sm2MnB4__orthorhombic,Sm2MnB4,Sm,Mn,B,2,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Sm2WO4__tetragonal,Sm2WO4,Sm,W,O,2,1,4,O,strict_ionic,tetragonal,Ionic,Non-ICSD
Sm2AgS4__tetragonal,Sm2AgS4,Sm,Ag,S,2,1,4,S,strict_ionic,tetragonal,Ionic,Non-ICSD
Sm2TiSe4__orthorhombic,Sm2TiSe4,Sm,Ti,Se,2,1,4,Se,strict_ionic,orthorhombic,Ionic,Non-ICSD
Sm2RuP6__monoclinic,Sm2RuP6,Sm,Ru,P,2,1,6,P,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Sm2TiC6__monoclinic,Sm2TiC6,Sm,Ti,C,2,1,6,C,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Sm2ZnP6__monoclinic,Sm2ZnP6,Sm,Zn,P,2,1,6,P,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Sm2MoN6__monoclinic,Sm2MoN6,Sm,Mo,N,2,1,6,N,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Sm2CoSe6__monoclinic,Sm2CoSe6,Sm,Co,Se,2,1,6,Se,strict_ionic,monoclinic,Ionic,Non-ICSD
Sm2CuN6__monoclinic,Sm2CuN6,Sm,Cu,N,2,1,6,N,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Sm2Rh2B3__monoclinic,Sm2Rh2B3,Sm,Rh,B,2,2,3,B,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Sm2Ag2B3__monoclinic,Sm2Ag2B3,Sm,Ag,B,2,2,3,B,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Sm2Zr2C3__monoclinic,Sm2Zr2C3,Sm,Zr,C,2,2,3,C,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Sm2Re2N3__monoclinic,Sm2Re2N3,Sm,Re,N,2,2,3,N,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Sm2Pt2C3__monoclinic,Sm2Pt2C3,Sm,Pt,C,2,2,3,C,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Sm2Co2Se3__monoclinic,Sm2Co2Se3,Sm,Co,Se,2,2,3,Se,strict_ionic,monoclinic,Ionic,Non-ICSD
Sm2Ru2Se5__orthorhombic,Sm2Ru2Se5,Sm,Ru,Se,2,2,5,Se,strict_ionic,orthorhombic,Ionic,Non-ICSD
Sm2Zn2C5__monoclinic,Sm2Zn2C5,Sm,Zn,C,2,2,5,C,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Sm2Ni2P5__monoclinic,Sm2Ni2P5,Sm,Ni,P,2,2,5,P,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Sm2Rh2C5__orthorhombic,Sm2Rh2C5,Sm,Rh,C,2,2,5,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Sm2Hf2P5__monoclinic,Sm2Hf2P5,Sm,Hf,P,2,2,5,P,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Sm2Zn2B5__monoclinic,Sm2Zn2B5,Sm,Zn,B,2,2,5,B,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Sm2Ta2B5__orthorhombic,Sm2Ta2B5,Sm,Ta,B,2,2,5,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Sm2V2Se7__cubic,Sm2V2Se7,Sm,V,Se,2,2,7,Se,strict_ionic,cubic,Ionic,Non-ICSD
Sm2Os2N7__monoclinic,Sm2Os2N7,Sm,Os,N,2,2,7,N,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Sm2Pd2O7__monoclinic,Sm2Pd2O7,Sm,Pd,O,2,2,7,O,strict_ionic,monoclinic,Ionic,Non-ICSD
Sm2Ag2N7__monoclinic,Sm2Ag2N7,Sm,Ag,N,2,2,7,N,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Sm2Ru2B7__monoclinic,Sm2Ru2B7,Sm,Ru,B,2,2,7,B,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Sm2Co2B7__cubic,Sm2Co2B7,Sm,Co,B,2,2,7,B,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Sm2W5P2__hexagonal,Sm2W5P2,Sm,W,P,2,5,2,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Sm2Mo5P2__hexagonal,Sm2Mo5P2,Sm,Mo,P,2,5,2,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Sm2Ir5B2__hexagonal,Sm2Ir5B2,Sm,Ir,B,2,5,2,B,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Sm2Hf5N2__hexagonal,Sm2Hf5N2,Sm,Hf,N,2,5,2,N,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Sm2Mn5P2__hexagonal,Sm2Mn5P2,Sm,Mn,P,2,5,2,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Sm2Ir5C2__hexagonal,Sm2Ir5C2,Sm,Ir,C,2,5,2,C,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Sm3ReP5__hexagonal,Sm3ReP5,Sm,Re,P,3,1,5,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Sm3CuB5__hexagonal,Sm3CuB5,Sm,Cu,B,3,1,5,B,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Sm3AgO5__hexagonal,Sm3AgO5,Sm,Ag,O,3,1,5,O,strict_ionic,hexagonal,Ionic,Non-ICSD
Sm3ReSe5__hexagonal,Sm3ReSe5,Sm,Re,Se,3,1,5,Se,strict_ionic,hexagonal,Ionic,Non-ICSD
Sm3MnS5__hexagonal,Sm3MnS5,Sm,Mn,S,3,1,5,S,strict_ionic,hexagonal,Ionic,Non-ICSD
Sm3NiP5__hexagonal,Sm3NiP5,Sm,Ni,P,3,1,5,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Sm3FeB5__hexagonal,Sm3FeB5,Sm,Fe,B,3,1,5,B,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Sm3V2P7__hexagonal,Sm3V2P7,Sm,V,P,3,2,7,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Sm3Co2O7__orthorhombic,Sm3Co2O7,Sm,Co,O,3,2,7,O,strict_ionic,orthorhombic,Ionic,Non-ICSD
Sm3Cu2P7__hexagonal,Sm3Cu2P7,Sm,Cu,P,3,2,7,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Sm3Zn2Se7__orthorhombic,Sm3Zn2Se7,Sm,Zn,Se,3,2,7,Se,strict_ionic,orthorhombic,Ionic,Non-ICSD
Sm3Re2C7__orthorhombic,Sm3Re2C7,Sm,Re,C,3,2,7,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Sm3Ti2N7__hexagonal,Sm3Ti2N7,Sm,Ti,N,3,2,7,N,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Sm3Sc2P7__hexagonal,Sm3Sc2P7,Sm,Sc,P,3,2,7,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Sm3Au5N12__cubic,Sm3Au5N12,Sm,Au,N,3,5,12,N,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Sm3Mn5O12__cubic,Sm3Mn5O12,Sm,Mn,O,3,5,12,O,strict_ionic,cubic,Ionic,Non-ICSD
Sm3Mo5P12__cubic,Sm3Mo5P12,Sm,Mo,P,3,5,12,P,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Sm3Os5B12__cubic,Sm3Os5B12,Sm,Os,B,3,5,12,B,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Sm3Ag5N12__cubic,Sm3Ag5N12,Sm,Ag,N,3,5,12,N,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Sm3Ag5Se12__cubic,Sm3Ag5Se12,Sm,Ag,Se,3,5,12,Se,strict_ionic,cubic,Ionic,Non-ICSD
Sm3Cr5O12__cubic,Sm3Cr5O12,Sm,Cr,O,3,5,12,O,strict_ionic,cubic,Ionic,Non-ICSD
Sm4Au3C10__tetragonal,Sm4Au3C10,Sm,Au,C,4,3,10,C,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
Sm4Nb3Se10__tetragonal,Sm4Nb3Se10,Sm,Nb,Se,4,3,10,Se,strict_ionic,tetragonal,Ionic,Non-ICSD
Sm4Ru3B10__tetragonal,Sm4Ru3B10,Sm,Ru,B,4,3,10,B,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
Sm4Zr3S10__tetragonal,Sm4Zr3S10,Sm,Zr,S,4,3,10,S,strict_ionic,tetragonal,Ionic,Non-ICSD
Sm4Ag3P10__tetragonal,Sm4Ag3P10,Sm,Ag,P,4,3,10,P,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
Sm4Nb3C10__tetragonal,Sm4Nb3C10,Sm,Nb,C,4,3,10,C,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
Sm4Ru3O10__tetragonal,Sm4Ru3O10,Sm,Ru,O,4,3,10,O,strict_ionic,tetragonal,Ionic,Non-ICSD
TbTaP__hexagonal,TbTaP,Tb,Ta,P,1,1,1,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
TbFeC__tetragonal,TbFeC,Tb,Fe,C,1,1,1,C,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
TbWN__hexagonal,TbWN,Tb,W,N,1,1,1,N,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
TbCrN__hexagonal,TbCrN,Tb,Cr,N,1,1,1,N,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
TbScC__tetragonal,TbScC,Tb,Sc,C,1,1,1,C,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
TbMoP__hexagonal,TbMoP,Tb,Mo,P,1,1,1,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
TbScN2__tetragonal,TbScN2,Tb,Sc,N,1,1,2,N,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
TbRuB2__monoclinic,TbRuB2,Tb,Ru,B,1,1,2,B,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
TbPtB2__monoclinic,TbPtB2,Tb,Pt,B,1,1,2,B,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
TbPdP2__orthorhombic,TbPdP2,Tb,Pd,P,1,1,2,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
TbPdP2__tetragonal,TbPdP2,Tb,Pd,P,1,1,2,P,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
TbCoC2__trigonal,TbCoC2,Tb,Co,C,1,1,2,C,relaxed_intermetallic,trigonal,Intermetallic,Non-ICSD
TbFeS3__hexagonal,TbFeS3,Tb,Fe,S,1,1,3,S,strict_ionic,hexagonal,Ionic,Non-ICSD
TbReO3__hexagonal,TbReO3,Tb,Re,O,1,1,3,O,strict_ionic,hexagonal,Ionic,Non-ICSD
TbRuS3__hexagonal,TbRuS3,Tb,Ru,S,1,1,3,S,strict_ionic,hexagonal,Ionic,Non-ICSD
TbCoN3__trigonal,TbCoN3,Tb,Co,N,1,1,3,N,relaxed_intermetallic,trigonal,Intermetallic,Non-ICSD
TbPtO3__trigonal,TbPtO3,Tb,Pt,O,1,1,3,O,strict_ionic,trigonal,Ionic,Non-ICSD
TbCuB3__hexagonal,TbCuB3,Tb,Cu,B,1,1,3,B,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
TbIrSe4__tetragonal,TbIrSe4,Tb,Ir,Se,1,1,4,Se,strict_ionic,tetragonal,Ionic,Non-ICSD
TbHfN4__cubic,TbHfN4,Tb,Hf,N,1,1,4,N,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
TbYC4__tetragonal,TbYC4,Tb,Y,C,1,1,4,C,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
TbReO4__orthorhombic,TbReO4,Tb,Re,O,1,1,4,O,strict_ionic,orthorhombic,Ionic,Non-ICSD
TbNiN4__tetragonal,TbNiN4,Tb,Ni,N,1,1,4,N,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
TbNiSe4__orthorhombic,TbNiSe4,Tb,Ni,Se,1,1,4,Se,strict_ionic,orthorhombic,Ionic,Non-ICSD
TbVSe4__cubic,TbVSe4,Tb,V,Se,1,1,4,Se,strict_ionic,cubic,Ionic,Non-ICSD
TbW3N2__hexagonal,TbW3N2,Tb,W,N,1,3,2,N,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
TbTi3C2__orthorhombic,TbTi3C2,Tb,Ti,C,1,3,2,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
TbFe3P2__orthorhombic,TbFe3P2,Tb,Fe,P,1,3,2,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
TbZn3B2__hexagonal,TbZn3B2,Tb,Zn,B,1,3,2,B,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
TbW3B2__orthorhombic,TbW3B2,Tb,W,B,1,3,2,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
